dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,single_trial_correlation,cell_id
,,[-0.12 -0.25],"[[-0.02  0.01]
 [ 0.01  0.03]]",[0.72 0.7 ],"[[0.07 0.08]
 [0.06 0.05]]",[ 0.53 -1.  ],[-0.97  0.84],[-0.42 -0.29],[ 0.91 -0.99],[-0.64  0.16],"[[ 0.   -0.01]
 [-0.01  0.01]]","[[-0.15  0.15]
 [ 0.11  0.13]]","[[ 0.   -0.01]
 [-0.01  0.01]]","[[ 0.06 -0.08]
 [-0.07  0.02]]","[[ 0.    0.  ]
 [ 0.01 -0.01]]",,
,,[-0.01 -0.24],"[[-0.01 -0.03]
 [-0.01  0.02]]",[0.7 0.7],"[[0.17 0.09]
 [0.11 0.04]]",[ 0.72 -1.  ],[-0.96  0.8 ],[-0.24 -0.24],[ 0.87 -0.98],[-0.43  0.21],"[[0.   0.  ]
 [0.   0.01]]","[[-0.29 -0.2 ]
 [-0.18  0.1 ]]","[[0. 0.]
 [0. 0.]]","[[0.25 0.03]
 [0.15 0.01]]","[[-0.   -0.  ]
 [-0.01 -0.  ]]",,
,,[-0.03 -0.23],"[[-0.01 -0.02]
 [ 0.05 -0.02]]",[0.7  0.71],"[[0.05 0.05]
 [0.07 0.05]]",[ 0.68 -1.  ],[-0.98  0.85],[-0.27 -0.25],[ 0.87 -0.98],[-0.45  0.21],"[[-0.    0.  ]
 [-0.01 -0.  ]]","[[-0.11  0.02]
 [ 0.09  0.03]]","[[ 0.   -0.  ]
 [-0.01 -0.  ]]","[[ 0.05 -0.11]
 [ 0.17 -0.11]]","[[-0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.15 -0.2 ],"[[ 0.   -0.04]
 [-0.06 -0.05]]",[0.73 0.72],"[[0.03 0.06]
 [0.11 0.07]]",[ 1. -1.],[-0.97  0.84],[ 0.03 -0.15],[ 0.87 -0.98],[-0.19  0.3 ],"[[-0.   -0.01]
 [-0.01 -0.01]]","[[-0.04 -0.05]
 [ 0.01 -0.05]]","[[ 0.   -0.01]
 [-0.01  0.  ]]","[[ 0.06 -0.15]
 [-0.29 -0.18]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[-0.08 -0.25],"[[ 0.01 -0.04]
 [-0.03 -0.02]]",[0.7 0.7],"[[0.01 0.11]
 [0.04 0.04]]",[ 0.59 -1.  ],[-0.97  0.84],[-0.35 -0.27],[ 0.89 -0.98],[-0.54  0.19],"[[-0.   -0.  ]
 [-0.01  0.01]]","[[ 0.01  0.08]
 [-0.07 -0.02]]","[[ 0.01 -0.01]
 [-0.01 -0.01]]","[[ 0.03 -0.24]
 [-0.08 -0.1 ]]","[[ 0.   -0.01]
 [ 0.01  0.01]]",,
,,[-0.14 -0.26],"[[-0.02 -0.03]
 [-0.05  0.02]]",[0.73 0.7 ],"[[0.05 0.04]
 [0.04 0.03]]",[ 0.5 -1. ],[-0.98  0.85],[-0.46 -0.3 ],[ 0.93 -0.99],[-0.68  0.15],"[[-0.   -0.  ]
 [-0.02  0.  ]]","[[ 0.03 -0.08]
 [-0.11  0.09]]","[[ 0.01 -0.  ]
 [-0.01  0.  ]]","[[-0.12 -0.07]
 [-0.1   0.  ]]","[[-0.  0.]
 [-0.  0.]]",,
,,[ 0.16 -0.2 ],"[[ 0.01  0.02]
 [-0.02 -0.01]]",[0.71 0.72],"[[0.05 0.04]
 [0.07 0.04]]",[ 1. -1.],[-0.98  0.86],[ 0.08 -0.17],[ 0.82 -0.98],[-0.14  0.27],"[[-0.   -0.  ]
 [-0.01 -0.01]]","[[ 0.09  0.09]
 [ 0.07 -0.08]]","[[ 0.01  0.  ]
 [-0.01  0.  ]]","[[-0.06  0.01]
 [-0.15  0.04]]","[[ 0.    0.  ]
 [-0.01  0.01]]",,
,,[ 0.13 -0.18],"[[ 0.01 -0.02]
 [ 0.04 -0.01]]",[0.74 0.74],"[[0.02 0.04]
 [0.06 0.09]]",[ 1. -1.],[-0.99  0.9 ],[-0.04 -0.1 ],[ 0.89 -0.99],[-0.23  0.3 ],"[[-0.01 -0.  ]
 [-0.02  0.  ]]","[[0.06 0.01]
 [0.1  0.11]]","[[-0.  0.]
 [ 0. -0.]]","[[ 0.02 -0.1 ]
 [ 0.13 -0.17]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[-0.08 -0.25],"[[ 0.02  0.03]
 [ 0.   -0.03]]",[0.72 0.7 ],"[[0.04 0.03]
 [0.02 0.09]]",[ 0.6 -1. ],[-0.97  0.81],[-0.37 -0.27],[ 0.92 -0.99],[-0.57  0.18],"[[-0.01  0.01]
 [-0.01 -0.01]]","[[ 0.09  0.07]
 [ 0.05 -0.2 ]]","[[0.01 0.01]
 [0.01 0.01]]","[[-0.01  0.07]
 [-0.03  0.04]]","[[-0. -0.]
 [-0. -0.]]",,
,,[ 0.18 -0.2 ],"[[ 0.04 -0.06]
 [-0.01 -0.08]]",[0.71 0.72],"[[0.05 0.11]
 [0.04 0.11]]",[ 1. -1.],[-0.98  0.85],[ 0.12 -0.16],[ 0.85 -0.98],[-0.1   0.28],"[[ 0.01  0.  ]
 [-0.01 -0.01]]","[[ 0.13 -0.06]
 [-0.09 -0.15]]","[[-0.    0.01]
 [-0.01  0.02]]","[[ 0.04 -0.27]
 [ 0.04 -0.26]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[-0.12 -0.24],"[[ 0.05 -0.07]
 [ 0.02 -0.04]]",[0.72 0.72],"[[0.1  0.1 ]
 [0.04 0.12]]",[ 0.55 -1.  ],[-0.99  0.9 ],[-0.43 -0.29],[ 0.9  -0.99],[-0.64  0.16],"[[ 0.    0.01]
 [-0.   -0.01]]","[[ 0.26 -0.27]
 [-0.   -0.27]]","[[-0.01  0.  ]
 [ 0.01  0.  ]]","[[-0.   -0.09]
 [ 0.09  0.09]]","[[-0.   -0.  ]
 [-0.01 -0.  ]]",,
,,[ 0.12 -0.21],"[[ 0.03 -0.  ]
 [ 0.05 -0.01]]",[0.72 0.71],"[[0.08 0.01]
 [0.07 0.02]]",[ 1. -1.],[-0.97  0.83],[-0.02 -0.19],[ 0.84 -0.98],[-0.23  0.3 ],"[[0.   0.01]
 [0.01 0.  ]]","[[-0.04 -0.01]
 [ 0.05 -0.02]]","[[ 0. -0.]
 [-0.  0.]]","[[ 0.18 -0.01]
 [ 0.18 -0.05]]","[[-0.   -0.  ]
 [-0.01  0.  ]]",,
,,[ 0.04 -0.23],"[[-0.05 -0.  ]
 [-0.01 -0.04]]",[0.7 0.7],"[[0.06 0.03]
 [0.02 0.07]]",[ 0.8 -1. ],[-0.96  0.8 ],[-0.14 -0.19],[ 0.85 -0.98],[-0.34  0.23],"[[ 0.   -0.  ]
 [ 0.01  0.02]]","[[-0.13  0.05]
 [ 0.   -0.03]]","[[ 0.  0.]
 [-0.  0.]]","[[-0.13 -0.06]
 [-0.06 -0.17]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[-0.1  -0.24],"[[-0.08  0.07]
 [ 0.02 -0.02]]",[0.72 0.73],"[[0.1  0.1 ]
 [0.05 0.04]]",[ 0.58 -1.  ],[-0.99  0.91],[-0.4  -0.28],[ 0.9  -0.99],[-0.6   0.17],"[[ 0.   -0.01]
 [ 0.   -0.01]]","[[-0.18  0.18]
 [ 0.11 -0.09]]","[[ 0.   -0.01]
 [ 0.01  0.  ]]","[[-0.21  0.2 ]
 [-0.01 -0.02]]","[[-0. -0.]
 [-0. -0.]]",,
,,[ 0.02 -0.19],"[[ 0.05  0.04]
 [-0.01  0.01]]",[0.71 0.74],"[[0.06 0.06]
 [0.07 0.02]]",[ 0.76 -1.  ],[-0.99  0.92],[-0.19 -0.13],[ 0.89 -0.99],[-0.37  0.23],"[[ 0.    0.  ]
 [ 0.01 -0.01]]","[[ 0.09  0.15]
 [-0.13  0.04]]","[[-0. -0.]
 [ 0. -0.]]","[[0.14 0.03]
 [0.09 0.01]]","[[-0. -0.]
 [-0.  0.]]",,
,,[-0.16 -0.26],"[[ 0.04 -0.03]
 [-0.   -0.02]]",[0.73 0.71],"[[0.05 0.03]
 [0.05 0.02]]",[ 0.45 -1.  ],[-0.98  0.86],[-0.49 -0.3 ],[ 0.93 -0.99],[-0.71  0.14],"[[-0.    0.  ]
 [ 0.01 -0.01]]","[[ 0.05 -0.05]
 [-0.08 -0.  ]]","[[ 0.01  0.  ]
 [-0.01  0.  ]]","[[ 0.13 -0.08]
 [ 0.07 -0.06]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[-0.01 -0.21],"[[-0.02  0.09]
 [ 0.02  0.03]]",[0.71 0.73],"[[0.03 0.16]
 [0.06 0.06]]",[ 0.71 -1.  ],[-0.99  0.9 ],[-0.24 -0.16],[ 0.89 -0.99],[-0.42  0.22],"[[-0.  0.]
 [ 0.  0.]]","[[-0.08  0.06]
 [ 0.14  0.01]]","[[-0.   -0.  ]
 [ 0.    0.01]]","[[-0.01  0.4 ]
 [-0.02  0.14]]","[[ 0.    0.  ]
 [ 0.   -0.01]]",,
,,[ 0.19 -0.19],"[[ 0.04  0.04]
 [ 0.03 -0.  ]]",[0.71 0.73],"[[0.05 0.1 ]
 [0.04 0.04]]",[ 1. -1.],[-0.98  0.88],[ 0.13 -0.16],[ 0.86 -0.98],[-0.05  0.29],"[[ 0. -0.]
 [-0.  0.]]","[[ 0.1  -0.03]
 [ 0.07  0.07]]","[[ 0.    0.  ]
 [-0.01  0.  ]]","[[ 0.1   0.23]
 [ 0.08 -0.07]]","[[-0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.19 -0.2 ],"[[0.02 0.03]
 [0.06 0.04]]",[0.71 0.73],"[[0.11 0.06]
 [0.08 0.05]]",[ 1. -1.],[-0.98  0.87],[ 0.13 -0.16],[ 0.86 -0.98],[-0.08  0.28],"[[-0.    0.  ]
 [-0.    0.01]]","[[-0.11 -0.01]
 [ 0.09  0.05]]","[[ 0.    0.01]
 [-0.   -0.  ]]","[[0.22 0.14]
 [0.2  0.13]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[-0.06 -0.2 ],"[[-0.05 -0.03]
 [ 0.01 -0.01]]",[0.72 0.74],"[[0.14 0.06]
 [0.01 0.02]]",[ 0.65 -1.  ],[-0.99  0.94],[-0.34 -0.17],[ 0.9  -0.99],[-0.52  0.19],"[[-0.01  0.01]
 [ 0.01  0.  ]]","[[ 0.09 -0.01]
 [ 0.01 -0.04]]","[[ 0.   -0.  ]
 [ 0.01  0.01]]","[[-0.32 -0.15]
 [ 0.01 -0.02]]","[[-0.   -0.  ]
 [-0.01  0.01]]",,
,,[ 0.17 -0.2 ],"[[ 0.04 -0.01]
 [ 0.04  0.05]]",[0.71 0.72],"[[0.08 0.09]
 [0.04 0.09]]",[ 1. -1.],[-0.98  0.87],[ 0.1  -0.16],[ 0.82 -0.98],[-0.1   0.28],"[[ 0.01  0.  ]
 [ 0.   -0.  ]]","[[0.19 0.1 ]
 [0.1  0.22]]","[[ 0.   -0.  ]
 [ 0.    0.01]]","[[-0.02 -0.18]
 [ 0.08  0.01]]","[[0.   0.  ]
 [0.01 0.  ]]",,
,,[ 0.17 -0.2 ],"[[ 0.01 -0.01]
 [-0.03 -0.01]]",[0.71 0.72],"[[0.03 0.04]
 [0.04 0.06]]",[ 1. -1.],[-0.98  0.85],[ 0.11 -0.16],[ 0.83 -0.98],[-0.11  0.27],"[[-0.01 -0.01]
 [ 0.01 -0.  ]]","[[ 0.06  0.04]
 [-0.04  0.08]]","[[ 0.    0.01]
 [ 0.   -0.01]]","[[-0.01 -0.08]
 [-0.1  -0.1 ]]","[[ 0.01 -0.01]
 [-0.01  0.  ]]",,
,,[ 0.13 -0.2 ],"[[ 0.01  0.03]
 [ 0.02 -0.01]]",[0.72 0.71],"[[0.02 0.04]
 [0.09 0.1 ]]",[ 1. -1.],[-0.97  0.81],[-0.03 -0.15],[ 0.85 -0.98],[-0.22  0.3 ],"[[-0.    0.  ]
 [ 0.01 -0.02]]","[[ 0.02  0.1 ]
 [ 0.18 -0.18]]","[[-0.    0.01]
 [-0.01 -0.  ]]","[[ 0.05  0.05]
 [-0.1   0.13]]","[[ 0.    0.  ]
 [-0.    0.01]]",,
,,[ 0.19 -0.2 ],"[[ 0.03  0.02]
 [-0.   -0.  ]]",[0.71 0.73],"[[0.05 0.09]
 [0.04 0.02]]",[ 1. -1.],[-0.98  0.87],[ 0.13 -0.16],[ 0.86 -0.98],[-0.07  0.28],"[[-0.   -0.  ]
 [-0.01  0.  ]]","[[ 0.   -0.07]
 [-0.05 -0.04]]","[[0. 0.]
 [0. 0.]]","[[ 0.13  0.2 ]
 [ 0.06 -0.01]]","[[-0.   -0.  ]
 [-0.    0.01]]",,
,,[ 0.19 -0.2 ],"[[-0.02 -0.03]
 [-0.01 -0.  ]]",[0.71 0.73],"[[0.05 0.04]
 [0.04 0.03]]",[ 1. -1.],[-0.98  0.87],[ 0.13 -0.16],[ 0.85 -0.98],[-0.06  0.29],"[[-0.01 -0.  ]
 [-0.    0.  ]]","[[ 0.02 -0.09]
 [ 0.05  0.05]]","[[ 0. -0.]
 [-0.  0.]]","[[-0.11 -0.08]
 [-0.09 -0.05]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[-0.06 -0.25],"[[-0.01  0.05]
 [ 0.03 -0.  ]]",[0.72 0.7 ],"[[0.01 0.09]
 [0.04 0.01]]",[ 0.63 -1.  ],[-0.97  0.83],[-0.35 -0.27],[ 0.93 -0.99],[-0.55  0.19],"[[ 0.   -0.  ]
 [ 0.    0.01]]","[[-0.03  0.05]
 [ 0.08  0.01]]","[[ 0.01  0.  ]
 [ 0.   -0.  ]]","[[-0.    0.22]
 [ 0.07 -0.02]]","[[-0.   -0.  ]
 [-0.01 -0.02]]",,
,,[ 0.01 -0.24],"[[ 0.02 -0.02]
 [ 0.02 -0.01]]",[0.7 0.7],"[[0.07 0.02]
 [0.1  0.06]]",[ 0.75 -1.  ],[-0.97  0.81],[-0.22 -0.24],[ 0.87 -0.98],[-0.41  0.22],"[[-0. -0.]
 [-0.  0.]]","[[-0.03 -0.06]
 [-0.12 -0.11]]","[[0. 0.]
 [0. 0.]]","[[ 0.15 -0.02]
 [ 0.2   0.07]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[-0.15 -0.25],"[[-0.06  0.02]
 [-0.01  0.06]]",[0.72 0.71],"[[0.11 0.05]
 [0.09 0.09]]",[ 0.47 -1.  ],[-0.98  0.87],[-0.47 -0.3 ],[ 0.91 -0.99],[-0.69  0.14],"[[ 0.   -0.  ]
 [ 0.   -0.01]]","[[-0.03 -0.04]
 [ 0.11  0.12]]","[[-0.  0.]
 [ 0. -0.]]","[[-0.27  0.12]
 [-0.17  0.21]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[ 0.14 -0.18],"[[-0.01 -0.06]
 [ 0.02 -0.01]]",[0.74 0.74],"[[0.05 0.07]
 [0.08 0.01]]",[ 1. -1.],[-0.99  0.9 ],[-0.02 -0.1 ],[ 0.89 -0.99],[-0.2  0.3],"[[-0.01 -0.  ]
 [ 0.   -0.01]]","[[ 0.04 -0.14]
 [-0.07 -0.02]]","[[-0.   -0.  ]
 [-0.01  0.  ]]","[[-0.1  -0.15]
 [ 0.16 -0.02]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[-0.08 -0.25],"[[-0.83  0.11]
 [ 0.03  0.02]]",[0.7 0.7],"[[1.68 0.29]
 [0.04 0.03]]",[ 0.59 -1.  ],[-0.97  0.82],[-0.35 -0.27],[ 0.89 -0.99],[-0.54  0.19],"[[-4.18  0.69]
 [ 0.09  0.01]]","[[ 0.09 -0.03]
 [ 0.07 -0.01]]","[[-0.    0.  ]
 [ 0.01  0.01]]","[[-0.04 -0.12]
 [ 0.    0.08]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.04 -0.2 ],"[[ 0.01  0.05]
 [-0.02 -0.  ]]",[0.71 0.72],"[[0.03 0.07]
 [0.06 0.02]]",[ 0.79 -1.  ],[-0.98  0.87],[-0.16 -0.14],[ 0.87 -0.98],[-0.35  0.23],"[[-0.    0.  ]
 [-0.    0.01]]","[[-0.01  0.08]
 [-0.13  0.02]]","[[0.   0.  ]
 [0.01 0.  ]]","[[ 0.07  0.17]
 [ 0.05 -0.04]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[-0.12 -0.25],"[[ 0.02 -0.05]
 [ 0.02  0.03]]",[0.72 0.71],"[[0.03 0.06]
 [0.07 0.15]]",[ 0.54 -1.  ],[-0.98  0.85],[-0.42 -0.28],[ 0.91 -0.99],[-0.63  0.16],"[[ 0.   -0.01]
 [ 0.01 -0.01]]","[[ 0.08 -0.15]
 [ 0.15  0.31]]","[[ 0. -0.]
 [-0. -0.]]","[[ 0.03 -0.11]
 [-0.05 -0.14]]","[[0. 0.]
 [0. 0.]]",,
,,[-0.13 -0.25],"[[-0.05 -0.04]
 [-0.03 -0.02]]",[0.72 0.71],"[[0.06 0.05]
 [0.05 0.03]]",[ 0.53 -1.  ],[-0.98  0.88],[-0.43 -0.29],[ 0.9  -0.99],[-0.65  0.16],"[[ 0.   -0.  ]
 [ 0.    0.01]]","[[-0.09 -0.12]
 [-0.13 -0.03]]","[[ 0. -0.]
 [-0.  0.]]","[[-0.15 -0.06]
 [ 0.   -0.07]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[-0.12 -0.23],"[[-0.03  0.04]
 [-0.03  0.02]]",[0.73 0.73],"[[0.05 0.06]
 [0.04 0.06]]",[ 0.57 -1.  ],[-0.99  0.94],[-0.43 -0.26],[ 0.91 -0.99],[-0.64  0.16],"[[-0.01 -0.01]
 [-0.01 -0.01]]","[[-0.03  0.15]
 [-0.04 -0.04]]","[[ 0.   -0.01]
 [ 0.    0.01]]","[[-0.14  0.06]
 [-0.11  0.13]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[ 0.1  -0.22],"[[-0.02  0.03]
 [-0.04  0.02]]",[0.73 0.71],"[[0.03 0.06]
 [0.08 0.04]]",[ 1. -1.],[-0.97  0.82],[-0.08 -0.2 ],[ 0.85 -0.98],[-0.28  0.27],"[[-0. -0.]
 [-0. -0.]]","[[-0.03 -0.02]
 [ 0.01  0.02]]","[[0.   0.01]
 [0.   0.  ]]","[[-0.07  0.16]
 [-0.19  0.09]]","[[-0.    0.01]
 [ 0.    0.  ]]",,
,,[-0.23 -0.26],"[[-0.01  0.08]
 [ 0.02  0.  ]]",[0.73 0.73],"[[0.04 0.13]
 [0.06 0.05]]",[ 0.3 -1. ],[-0.99  0.94],[-0.57 -0.33],[ 0.92 -0.99],[-0.82  0.09],"[[ 0. -0.]
 [ 0.  0.]]","[[ 0.04  0.07]
 [-0.03 -0.08]]","[[-0.    0.  ]
 [ 0.01  0.01]]","[[-0.09  0.33]
 [ 0.14  0.07]]","[[-0.   -0.  ]
 [-0.01  0.  ]]",,
,,[ 0.19 -0.19],"[[-0.02  0.04]
 [-0.02 -0.01]]",[0.71 0.74],"[[0.04 0.06]
 [0.02 0.02]]",[ 1. -1.],[-0.99  0.9 ],[ 0.13 -0.16],[ 0.85 -0.98],[-0.04  0.29],"[[ 0.01  0.01]
 [ 0.   -0.  ]]","[[-0.1   0.15]
 [-0.06 -0.04]]","[[ 0.  0.]
 [ 0. -0.]]","[[-0.02  0.03]
 [-0.03 -0.02]]","[[-0.  0.]
 [-0.  0.]]",,
,,[ 0.03 -0.24],"[[ 0.01 -0.01]
 [ 0.01 -0.01]]",[0.7 0.7],"[[0.11 0.02]
 [0.02 0.02]]",[ 0.79 -1.  ],[-0.96  0.8 ],[-0.17 -0.22],[ 0.86 -0.98],[-0.37  0.23],"[[ 0. -0.]
 [ 0.  0.]]","[[-0.15 -0.01]
 [ 0.04 -0.04]]","[[-0. -0.]
 [ 0.  0.]]","[[ 0.2  -0.05]
 [ 0.03 -0.02]]","[[-0.  0.]
 [-0.  0.]]",,
,,[ 0.15 -0.18],"[[-0.01 -0.01]
 [ 0.   -0.  ]]",[0.73 0.74],"[[0.08 0.08]
 [0.04 0.05]]",[ 1. -1.],[-0.98  0.89],[ 0.01 -0.1 ],[ 0.9  -0.99],[-0.17  0.3 ],"[[-0.01 -0.  ]
 [-0.   -0.01]]","[[-0.13 -0.16]
 [-0.05 -0.07]]","[[ 0.    0.  ]
 [-0.   -0.01]]","[[0.11 0.09]
 [0.06 0.08]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.15 -0.18],"[[-0.03 -0.01]
 [-0.02  0.02]]",[0.73 0.74],"[[0.04 0.02]
 [0.04 0.02]]",[ 1. -1.],[-0.98  0.89],[ 0.  -0.1],[ 0.89 -0.99],[-0.18  0.3 ],"[[0.01 0.  ]
 [0.   0.  ]]","[[-0.11 -0.04]
 [-0.09  0.02]]","[[ 0.    0.  ]
 [-0.01  0.  ]]","[[-0.04 -0.02]
 [-0.03  0.05]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[-0.03 -0.21],"[[-0.04  0.03]
 [ 0.01  0.03]]",[0.71 0.73],"[[0.06 0.06]
 [0.03 0.05]]",[ 0.68 -1.  ],[-0.99  0.91],[-0.28 -0.18],[ 0.89 -0.99],[-0.45  0.21],"[[ 0.   -0.01]
 [ 0.02 -0.  ]]","[[-0.15  0.14]
 [-0.05  0.09]]","[[ 0.    0.  ]
 [ 0.02 -0.01]]","[[-0.05  0.01]
 [ 0.04  0.1 ]]","[[-0. -0.]
 [ 0.  0.]]",,
,,[ 0.02 -0.22],"[[ 0.    0.01]
 [-0.06 -0.01]]",[0.73 0.73],"[[0.11 0.05]
 [0.07 0.02]]",[ 0.79 -1.  ],[-0.99  0.89],[-0.22 -0.24],[ 0.92 -0.99],[-0.4   0.22],"[[-0.   -0.  ]
 [-0.    0.01]]","[[ 0.18  0.1 ]
 [-0.09 -0.03]]","[[-0.01 -0.  ]
 [-0.    0.  ]]","[[-0.17 -0.03]
 [-0.18 -0.02]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.17 -0.2 ],"[[ 0.01 -0.05]
 [-0.01 -0.03]]",[0.71 0.72],"[[0.02 0.08]
 [0.02 0.05]]",[ 1. -1.],[-0.98  0.85],[ 0.11 -0.16],[ 0.83 -0.98],[-0.1   0.28],"[[0.01 0.01]
 [0.01 0.  ]]","[[ 0.   -0.07]
 [-0.05 -0.01]]","[[-0.    0.  ]
 [ 0.   -0.01]]","[[ 0.06 -0.19]
 [-0.03 -0.12]]","[[-0.   -0.  ]
 [ 0.    0.01]]",,
,,[ 0.17 -0.21],"[[-0.08  0.06]
 [-0.03 -0.04]]",[0.72 0.72],"[[0.17 0.08]
 [0.04 0.05]]",[ 1. -1.],[-0.98  0.85],[ 0.09 -0.16],[ 0.87 -0.98],[-0.16  0.27],"[[-0.01  0.01]
 [-0.01  0.01]]","[[ 0.02  0.1 ]
 [-0.05 -0.1 ]]","[[ 0.    0.01]
 [-0.   -0.01]]","[[-0.42  0.2 ]
 [-0.1  -0.08]]","[[-0. -0.]
 [-0.  0.]]",,
,,[-0.11 -0.25],"[[ 0.05 -0.01]
 [ 0.    0.  ]]",[0.71 0.71],"[[0.12 0.02]
 [0.01 0.03]]",[ 0.56 -1.  ],[-0.98  0.87],[-0.4  -0.28],[ 0.89 -0.99],[-0.61  0.17],"[[-0.    0.  ]
 [ 0.   -0.01]]","[[-0.04 -0.06]
 [ 0.02  0.06]]","[[0.   0.01]
 [0.   0.  ]]","[[ 0.29 -0.02]
 [-0.01 -0.03]]","[[-0. -0.]
 [-0.  0.]]",,
,,[ 0.16 -0.2 ],"[[ 0.05  0.  ]
 [ 0.01 -0.  ]]",[0.71 0.71],"[[0.11 0.06]
 [0.02 0.07]]",[ 1. -1.],[-0.97  0.84],[ 0.08 -0.17],[ 0.83 -0.98],[-0.16  0.28],"[[-0.   -0.  ]
 [-0.   -0.01]]","[[-0.02  0.11]
 [ 0.04 -0.11]]","[[-0. -0.]
 [-0.  0.]]","[[ 0.28 -0.08]
 [ 0.02  0.11]]","[[-0.   -0.01]
 [-0.01  0.  ]]",,
,,[ 0.15 -0.2 ],"[[-0.03 -0.03]
 [ 0.   -0.02]]",[0.72 0.71],"[[0.05 0.11]
 [0.06 0.07]]",[ 1. -1.],[-0.97  0.83],[ 0.06 -0.17],[ 0.84 -0.98],[-0.19  0.3 ],"[[-0.01  0.01]
 [ 0.    0.  ]]","[[-0.02  0.08]
 [ 0.1   0.03]]","[[-0.   -0.01]
 [-0.    0.01]]","[[-0.13 -0.25]
 [-0.09 -0.16]]","[[-0.  0.]
 [-0.  0.]]",,
,,[-0.08 -0.25],"[[ 0.    0.01]
 [-0.04  0.01]]",[0.72 0.7 ],"[[0.03 0.08]
 [0.09 0.08]]",[ 0.59 -1.  ],[-0.97  0.81],[-0.37 -0.27],[ 0.92 -0.99],[-0.57  0.18],"[[-0.    0.01]
 [-0.01 -0.  ]]","[[-0.05 -0.1 ]
 [-0.22 -0.11]]","[[ 0.01  0.01]
 [-0.   -0.01]]","[[0.05 0.15]
 [0.03 0.14]]","[[-0. -0.]
 [-0. -0.]]",,
,,[-0.15 -0.24],"[[ 0.04  0.  ]
 [ 0.01 -0.04]]",[0.72 0.72],"[[0.05 0.01]
 [0.07 0.07]]",[ 0.5 -1. ],[-0.99  0.91],[-0.46 -0.29],[ 0.9  -0.99],[-0.68  0.15],"[[ 0.01  0.  ]
 [-0.    0.01]]","[[ 0.11  0.02]
 [ 0.14 -0.17]]","[[-0.    0.  ]
 [ 0.01  0.01]]","[[ 0.09 -0.  ]
 [-0.08 -0.03]]","[[-0.    0.  ]
 [ 0.01 -0.01]]",,
,,[-0.11 -0.26],"[[-0.    0.04]
 [ 0.   -0.  ]]",[0.72 0.7 ],"[[0.07 0.05]
 [0.04 0.01]]",[ 0.55 -1.  ],[-0.97  0.83],[-0.41 -0.29],[ 0.93 -0.99],[-0.63  0.16],"[[-0.    0.  ]
 [ 0.01 -0.01]]","[[0.11 0.08]
 [0.07 0.01]]","[[-0.  0.]
 [-0.  0.]]","[[-0.11  0.12]
 [-0.05 -0.  ]]","[[ 0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.17 -0.2 ],"[[-0.05  0.01]
 [-0.03  0.01]]",[0.71 0.72],"[[0.07 0.06]
 [0.03 0.03]]",[ 1. -1.],[-0.98  0.85],[ 0.11 -0.16],[ 0.83 -0.98],[-0.1   0.28],"[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[-0.06  0.13]
 [-0.04  0.06]]","[[ 0.  0.]
 [ 0. -0.]]","[[-0.18 -0.06]
 [-0.09 -0.01]]","[[-0.   -0.  ]
 [ 0.    0.01]]",,
,,[-0.09 -0.23],"[[ 0.03 -0.03]
 [-0.02  0.  ]]",[0.72 0.73],"[[0.08 0.04]
 [0.1  0.07]]",[ 0.59 -1.  ],[-0.99  0.92],[-0.38 -0.27],[ 0.9  -0.99],[-0.57  0.18],"[[0.   0.  ]
 [0.01 0.  ]]","[[ 0.19 -0.06]
 [ 0.1   0.12]]","[[ 0.  0.]
 [-0.  0.]]","[[-0.02 -0.1 ]
 [-0.21 -0.11]]","[[-0.  0.]
 [ 0.  0.]]",,
